Family;Ploidy;He;Pop;Treat;PetalLength;CorollaDiam;CorollaLength;LongFil;ShortFil;Herkogamy;Height;Nstalk;StalkDiam;Nflowers ;Fruitset;Seedset;Fitness
45;6n;0,5;Ei16;GH;2,61;5,83;4,63;6,1;4,4;4,95;NA;NA;NA;NA;NA;0,5942029;0
122;6n;0;Ei16;GH;2,95;6,72;4,75;6,19;4,57;5,53;NA;NA;NA;NA;NA;NA;0
153;6n;0,5;Ei18;GH;2,3;6,25;5,51;7,47;6,04;8,81;NA;NA;NA;NA;NA;1;0
55;6n;0,5;Ei18;GH;2,22;5,35;6,24;7,38;6,03;8,7;NA;NA;NA;NA;NA;NA;0
133;6n;0,5;Ei18;GH;2,09;5,85;5,5;6,81;5,2;9,05;NA;NA;NA;NA;NA;0,885350318;0
133;6n;0,5;Ei18;GH;2,35;6,29;5,13;7,13;6,13;8,7;NA;NA;NA;NA;NA;0,806451613;0
133;6n;0,5;Ei18;GH;2,35;5,79;5,39;6,38;5,32;7,9;NA;NA;NA;NA;NA;0,942028986;0
14;4n;0;Ei08;GH;2,82;6,14;4,66;5,86;5,15;5,34;6,5;1;0,94;40;0,525;0,484536082;0,046303246
14;4n;0;Ei08;GH;2,66;6,29;5,2;6,64;5,37;6,49;6;1;2,57;25;0,76;0,871428571;0,054372302
20;4n;0;Ei08;GH;2,28;6,39;4,98;5,18;4,46;5,26;10;5;2,28;72;0,51388889;0,625;0,095468193
20;4n;0;Ei08;GH;2,47;5,65;5,01;5,87;4,4;5,27;NA;NA;NA;NA;NA;0,619047619;0
20;4n;0;Ei08;GH;2,09;4,88;4,47;6,05;4,23;4,85;NA;NA;NA;NA;NA;0,745098039;0
42;4n;0;Ei09;GH;1,67;3,95;4,81;5,11;4,56;4,78;NA;NA;NA;NA;NA;0,9;0
110;4n;0,5;Ei08;GH;2,05;4,68;5,2;6,02;4,53;5,26;NA;NA;NA;NA;NA;0,7704918;0
110;4n;0,5;Ei08;GH;1,73;4,93;4,77;5,89;4,45;5,45;NA;NA;NA;NA;NA;0,229357798;0
115;4n;0;Ei09;GH;2,74;6,37;5,16;6,24;4,63;6,04;NA;NA;NA;NA;NA;0,966292135;0
110;4n;0,5;Ei08;GH;2,73;5,26;5,65;5,57;4,87;5,86;NA;NA;NA;NA;NA;0,181818182;0
115;4n;0;Ei09;GH;2,79;6,52;5,37;6,59;4,46;5,45;NA;NA;NA;NA;NA;0,980769231;0
51;6n;0;Ei16;GH;2,29;5,24;4,37;5,7;3,92;3,87;NA;NA;NA;NA;NA;0,826086957;0
51;6n;0;Ei16;GH;3;6,05;4,82;6,67;3,87;6,04;NA;NA;NA;NA;NA;0,872340426;0
117;6n;0,5;Ei16;GH;2,71;6,13;4,2;6,6;5,29;4,85;NA;NA;NA;NA;NA;NA;0
36;6n;0,5;Ei16;GH;2,68;6,66;4,41;6,58;4,85;5,53;NA;NA;NA;NA;NA;0,943820225;0
20;4n;0;Ei08;GH;2,53;5,31;4,69;5,26;4,33;4,67;NA;NA;NA;NA;NA;0,666666667;0
32;4n;0;Ei08;GH;2,57;5,86;4,91;6,67;5,25;5,8;12;4;3,32;42;0,73809524;0,731707317;0,087258397
24;4n;0;Ei08;GH;2,85;6,62;4,17;5,84;4;4,71;NA;NA;NA;NA;NA;NA;0
24;4n;0;Ei08;GH;2,59;5,31;4,42;5,64;3,98;4,6;NA;NA;NA;NA;NA;NA;0
24;4n;0;Ei08;GH;2,85;5,28;4,63;5,56;3,58;4,3;NA;NA;NA;NA;NA;NA;0
127;4n;0;Ei08;GH;5,37;2,55;4,62;5,67;3,27;4,44;NA;NA;NA;NA;NA;NA;0
127;4n;0;Ei08;GH;5,15;2,62;4,17;5,19;3,78;3,79;NA;NA;NA;NA;NA;NA;0
127;4n;0;Ei08;GH;5,14;2,53;4,02;6,02;3,91;4,19;NA;NA;NA;NA;NA;NA;0
63;4n;0;Ei08;GH;2,49;4,99;3,97;5,51;4,18;4,96;15;2;2,16;35;0,8;0,833333333;0,098517546
63;4n;0;Ei08;GH;2,98;6,16;3,9;5,92;4,55;4,56;13,5;1;2,16;24;0,79166667;0,927536232;0,05704635
63;4n;0;Ei08;GH;2,86;5,48;3,81;6,46;3,46;5,24;11;2;2,02;32;0,6875;0,910447761;0,062957403
141;6n;0,5;Ei18;GH;2,33;4,63;3,69;5,7;3,79;3,6;7,5;1;1,61;17;0,58823529;0,885245902;0,025333083
65;6n;0;Ei16;GH;3,18;7,2;4,62;6,52;5,28;5,87;NA;NA;NA;NA;NA;0,684210526;0
65;6n;0;Ei16;GH;3,74;5,52;4,61;5,6;3,78;5,05;NA;NA;NA;NA;NA;NA;0
48;6n;0,5;Ei16;GH;2,23;5,02;4,39;6,5;5,08;5,9;NA;NA;NA;NA;NA;NA;0
41;4n;0;Ei09;GH;2,47;5,33;4,56;6,08;4,95;4,71;NA;NA;NA;NA;NA;NA;0
30;6n;0,5;Ei16;GH;3,38;5,25;5,23;7,1;5,45;6,03;7;1;2,49;10;0,6;0,819277108;0,019140552
151;6n;0;Ei16;GH;3,17;6,23;4,35;5,86;3,83;5,09;NA;NA;NA;NA;NA;0,518072289;0
109;4n;0,5;Ei08;GH;3,02;5,56;4,51;5,34;4,07;4,98;NA;NA;NA;NA;NA;0,357142857;0
11;4n;0,5;Ei08;GH;3,46;7,59;5,3;6,76;4,83;6,19;28,5;3;2,56;78;0,61538462;0,41025641;0,072058548
11;4n;0,5;Ei08;GH;3,22;5,25;3,72;6;3,88;4,08;10;1;0,8;14;0,71428571;0,952380952;0,037530494
11;4n;0,5;Ei08;GH;2,62;5,56;4,35;6,07;4,92;7,31;10;1;1,2;31;0,67741935;0,631578947;0,035466316
134;6n;0,5;Ei18;GH;2,79;5,77;4,14;6,42;4,58;5,44;NA;NA;NA;NA;NA;0,880952381;0
122;6n;0;Ei16;GH;2,76;5,7;3,82;6,04;4,45;4,4;NA;NA;NA;NA;NA;NA;0
57;4n;0;Ei09;GH;2,6;5,8;5,33;7,79;6,03;7,62;NA;NA;NA;NA;NA;NA;0
154;6n;0;Ei18;GH;2,99;5,79;4,57;6,06;4,8;4,22;9,5;1;2,37;18;0,77777778;0,909090909;0,039407018
40;6n;0;Ei18;GH;2,29;5,3;4,75;6,66;5,41;5,55;7,5;3;0,47;30;0,56666667;0,791666666;0,020203916
127;4n;0;Ei08;GH;2,25;5,04;4,72;5,29;4,2;4,48;NA;NA;NA;NA;NA;NA;0
53;6n;0,5;Ei18;GH;3,24;6,68;4,94;7,88;5,95;7,78;9,5;4;2,46;93;0,91397849;0,968253968;0,486489022
53;6n;0,5;Ei18;GH;2,77;4,85;5,27;7,63;5,23;6,56;NA;NA;NA;NA;NA;NA;0
152;4n;0,5;Ei08;GH;2,34;5,26;3,66;5,33;4,29;3,75;12,5;5;0,62;56;0,625;0,944444444;0,111653218
83;4n;0;Ei09;GH;2,64;5,98;4,79;5,68;4,83;5,01;NA;NA;NA;NA;NA;0,724637681;0
58;4n;0,5;Ei09;GH;3,06;6,53;4,26;5,9;3,9;4,07;NA;NA;NA;NA;NA;0,941176471;0
110;4n;0,5;Ei08;GH;2,47;5,84;4,17;5,32;4,07;3,89;NA;NA;NA;NA;NA;NA;0
110;4n;0,5;Ei08;GH;2,02;5,32;3,86;5,43;4,2;4,13;NA;NA;NA;NA;NA;NA;0
110;4n;0,5;Ei08;GH;2,48;5,26;4,05;6,09;4,42;4,43;NA;NA;NA;NA;NA;NA;0
45;6n;0,5;Ei16;GH;2,7;6,24;4,62;5,84;4,4;4,4;NA;NA;NA;NA;NA;NA;0
122;6n;0;Ei16;GH;1,82;4,72;4,11;5,06;3,44;3,45;4,5;1;1,19;12;0,5;0,787878788;0,014636892
122;6n;0;Ei16;GH;1,99;5,17;3,71;5,45;4,2;3,91;5,5;1;0,89;10;0;NA;0
63;4n;0;Ei08;GH;1,88;4,84;3,68;4,86;2,36;2,65;NA;NA;NA;NA;NA;0,885245902;0
132;6n;0,5;Ei16;GH;2,54;5,91;4,48;5,96;4,5;4,78;NA;NA;NA;NA;NA;NA;0
110;4n;0,5;Ei08;GH;2,19;5,38;4,63;5,06;3,88;4,11;NA;NA;NA;NA;NA;NA;0
36;6n;0,5;Ei16;GH;2,26;5,4;4,52;5,6;2,47;3,05;NA;NA;NA;NA;NA;0,945945946;0
37;6n;0,5;Ei16;GH;1,95;4,95;4,25;5,36;3,8;3,92;NA;NA;NA;NA;NA;0,854545455;0
121;6n;0;Ei16;GH;2,12;6,07;4,55;5,91;4,01;4,39;NA;NA;NA;NA;NA;0,777777778;0
121;6n;0;Ei16;GH;2,06;5,52;4,55;5,63;4,54;4,03;NA;NA;NA;NA;NA;0,857142857;0
121;6n;0;Ei16;GH;2,04;5,69;3,91;6,13;4,95;4,52;NA;NA;NA;NA;NA;0,931506849;0
116;6n;0,5;Ei16;GH;2,31;6,02;4,5;5,57;4,64;4,34;NA;NA;NA;NA;NA;NA;0
27;6n;0;Ei16;GH;2,48;5,16;4,1;4,73;3,88;4,2;NA;NA;NA;NA;NA;NA;0
8;4n;0,5;Ei08;GH;2,12;5,14;4,41;5,08;3,52;3,95;14;4;1,81;40;0,575;0,770491803;0,050713079
8;4n;0,5;Ei08;GH;2,18;5,13;3,68;4,9;3,19;3,35;11;5;2,4;52;0,59615385;0,765625;0,071261025
76;2n;0;Ei13;GH;2,91;6,67;4,57;5,42;3,56;3,83;NA;NA;NA;NA;NA;0,941176471;0
52;6n;0;Ei16;GH;2,66;6,22;4,22;5,02;4,05;3,57;NA;NA;NA;NA;NA;0,906976744;0
154;6n;0;Ei18;GH;2,6;6,59;5,24;5,79;4,31;4,65;7,5;1;2,47;18;0,44444444;0,898876404;0,030024395
3;4n;0;Ei08;GH;2,68;5,93;3,57;4,06;3,24;3,64;21,5;6;2,94;70;0,77142857;0,913793107;0,179020454
3;4n;0;Ei08;GH;3,09;7,01;4,39;5,19;3,57;4,2;12;4;1,5;50;0,48;0,774193548;0,067554888
3;4n;0;Ei08;GH;2,86;6,14;4,02;5,31;3,72;3,72;14,5;4;1,7;25;0,6;0,777777778;0,044332895
3;4n;0;Ei08;GH;2,58;5,92;3,94;4,94;3,54;3,83;13;2;1,7;25;0,64;NA;0
147;4n;0,5;Ei08;GH;2,42;5,58;3,97;4,7;3,28;3,66;16;7;2,22;50;0,86;NA;0
147;4n;0,5;Ei08;GH;2,41;5,9;4,02;4,35;3,27;3,44;16,5;8;1,3;80;0,7375;NA;0
3;4n;0;Ei08;GH;3,1;6,33;4,95;5,08;3,66;3,75;10;4;0,97;34;0,5;0,852459016;0,041471195
3;4n;0;Ei08;GH;2,16;5,64;3,81;4,59;3,41;3,79;15,5;3;0,73;22;0,72727273;0,975;0,05854757
3;4n;0;Ei08;GH;2,49;5,03;3,51;4,36;3,11;3,27;20;5;1,12;55;0,65454545;0,962962963;0,131732032
24;4n;0;Ei08;GH;2,51;6,23;3,77;4,26;2,7;3,16;11;4;1,26;30;0,56666667;0,868217054;0,044661287
24;4n;0;Ei08;GH;2,03;4,27;3,42;3,67;2,68;2,99;14,5;4;1;26;0,80769231;0,818791946;0,060095703
14;4n;0;Ei08;GH;1,83;5,37;3,9;4,79;3,8;3,57;8;5;0,65;60;0,71666667;0,531914894;0,100863201
109;4n;0,5;Ei08;GH;2,3;4,66;3,85;4,89;2,67;3,09;NA;NA;NA;NA;NA;0,484375;0
109;4n;0,5;Ei08;GH;1,66;3,97;3,39;4,12;3,1;2,74;NA;NA;NA;NA;NA;NA;0
133;6n;0,5;Ei18;GH;2,23;4,87;4,57;6,05;4,37;4,91;NA;NA;NA;NA;NA;0,958333333;0
47;4n;0,5;Ei08;GH;3,07;5,74;4,5;5,5;3,65;4,91;NA;NA;NA;NA;NA;0,911764706;0
11;4n;0,5;Ei08;GH;1,71;4,55;3,83;5,73;3,76;4,79;NA;NA;NA;NA;NA;NA;0
89;2n;0;Ei12;GH;1,07;3,21;2,03;2,92;1,91;3,18;NA;NA;NA;NA;NA;NA;0
89;2n;0;Ei12;GH;1,16;2,59;1,85;2,55;1,24;2,06;NA;NA;NA;NA;NA;NA;0
68;2n;0,5;Ei12;GH;1,15;2,43;2,41;2,81;2,32;2,93;NA;NA;NA;NA;NA;NA;0
75;2n;0;Ei12;GH;1,03;2,64;1,45;3,05;1,62;2,67;NA;NA;NA;NA;NA;NA;0
152;4n;0,5;Ei08;GH;2,42;5,95;3,91;4,28;3,3;3,67;NA;NA;NA;NA;NA;0,887323944;0
152;4n;0,5;Ei08;GH;2,26;5,57;4,17;4,25;3,13;3,89;NA;NA;NA;NA;NA;0,774193548;0
109;4n;0,5;Ei08;GH;2,34;5,86;4,74;5,03;3,73;4,87;NA;NA;NA;NA;NA;0,627118644;0
109;4n;0,5;Ei08;GH;2,35;5,69;4,71;4,99;3,7;4,02;NA;NA;NA;NA;NA;0,37037037;0
123;4n;0;Ei08;GH;1,87;4,97;3,97;3,79;2,61;3,46;10;1;1,99;17;0,82352941;0,884057971;0,040063802
32;4n;0;Ei08;GH;2,34;5,47;4,15;4,97;2,77;3,95;NA;NA;NA;NA;NA;0,294964029;0
32;4n;0;Ei08;GH;2,09;5,5;4,09;4,74;3,41;3,4;NA;NA;NA;NA;NA;0,213592233;0
32;4n;0;Ei08;GH;1,9;5,47;4,24;4,56;3,69;3,69;NA;NA;NA;NA;NA;NA;0
32;4n;0;Ei08;GH;2,62;6,06;4,41;3,66;2,8;2,6;NA;NA;NA;NA;NA;NA;0
32;4n;0;Ei08;GH;2,05;4,32;3,95;4,53;3,62;3,6;NA;NA;NA;NA;NA;NA;0
36;6n;0,5;Ei16;GH;3,13;7,16;4,96;6,02;4,23;4,67;NA;NA;NA;NA;NA;0,911392405;0
20;4n;0;Ei08;GH;1,88;4,87;3,92;4,43;2,81;3,01;NA;NA;NA;NA;NA;NA;0
47;4n;0,5;Ei08;GH;2,36;5,22;4,26;4,28;3,03;3,68;12;4;1,47;48;0,20833333;0,8;0,030024395
47;4n;0,5;Ei08;GH;2,32;5,42;4,49;3,93;3,94;4,32;11,5;4;1,23;50;0,3;0,523076923;0,02392569
47;4n;0,5;Ei08;GH;2,61;5,77;3,57;4,41;2,61;3,15;NA;NA;NA;NA;NA;0,642857143;0
100;4n;0,5;Ei08;GH;2,5;6,35;4,21;4,68;3,64;4,16;NA;NA;NA;NA;NA;0,946428571;0
20;4n;0;Ei08;GH;2,77;6,94;4,21;5,28;3,58;3,62;8;3;0,81;60;0,28333333;0,46031746;0,023128167
20;4n;0;Ei08;GH;2,51;6,32;4,36;5,75;4;4,28;7;2;1,34;60;0,38333333;0,519480519;0,043160068
37;6n;0,5;Ei16;GH;2,69;6,25;4,36;5,67;3,62;3,81;NA;NA;NA;NA;NA;NA;0
20;4n;0;Ei08;GH;1,87;4,48;3,41;4,96;3,37;3,55;4;2;2,12;10;0;NA;0
38;6n;0,5;Ei16;GH;1,98;5,35;4,11;4,91;3,39;3,63;NA;NA;NA;NA;NA;0,761904762;0
37;6n;0,5;Ei16;GH;2,1;5,8;3,94;5,06;3,43;3,44;NA;NA;NA;NA;NA;NA;0
143;6n;0,5;Ei18;GH;2,12;5,47;4,41;5,28;4,05;5,04;NA;NA;NA;NA;NA;0,741935484;0
14;4n;0;Ei08;GH;2,01;5,04;4,05;5,01;4,29;4,3;NA;NA;NA;NA;NA;0,721311475;0
14;4n;0;Ei08;GH;1,94;5,14;4,13;4,88;4,14;3,92;NA;NA;NA;NA;NA;0,450980392;0
14;4n;0;Ei08;GH;2,62;6,19;5,54;4,19;4,1;4,92;NA;NA;NA;NA;NA;0,720588235;0
14;4n;0;Ei08;GH;1,88;4,44;4,05;5,85;4,86;5,45;NA;NA;NA;NA;NA;0,738636364;0
14;4n;0;Ei08;GH;2,63;6,1;5,62;4,67;3,98;3,98;NA;NA;NA;NA;NA;0,571428571;0
14;4n;0;Ei08;GH;1,52;4,58;4,13;4,29;3,87;4,21;NA;NA;NA;NA;NA;0,761904761;0
14;4n;0;Ei08;GH;2,5;6,19;5,26;5,84;4,47;4,64;NA;NA;NA;NA;NA;0,714285714;0
32;4n;0;Ei08;GH;2,9;6,33;4,63;5,59;4,18;4,5;NA;NA;NA;NA;NA;0,511363636;0
143;6n;0,5;Ei18;GH;2,12;5,31;4,4;5,79;3,77;4,57;NA;NA;NA;NA;NA;NA;0
14;4n;0;Ei08;GH;2,24;4,69;4,34;5,09;3,97;3,69;12;5;3,51;49;0,79591837;0,512820513;0,073184462
14;4n;0;Ei08;GH;1,69;5,2;4,4;4,66;3,65;4;12;3;3,17;52;0,67307692;0,675675676;0,082097955
14;4n;0;Ei08;GH;1,83;5,17;4,57;5,2;3,65;4,02;14;4;4,64;70;0,74285714;0,634408602;0,143929443
14;4n;0;Ei08;GH;1,92;5,28;4,23;5,3;4,11;4,42;11;4;1,21;50;0,74;0,573333333;0,059711015
14;4n;0;Ei08;GH;2,38;6,21;5,14;5,32;4,41;4,35;14;3;2,14;55;0,69090909;0,612612613;0,121223494
137;6n;0,5;Ei18;GH;2,06;5,22;4,45;4,62;4,52;5,1;6,5;4;1,01;60;0,75;0,974683544;0,16255395
21;6n;0,5;Ei18;GH;1,92;4,83;3,74;6,28;4,64;6,28;13,5;6;2,83;104;0,84615385;0,912087912;0,342653406
143;6n;0,5;Ei18;GH;2,39;5,1;4,31;6,16;4,76;5,09;10,5;2;2,2;37;0,56756757;0,951612903;0,058125352
143;6n;0,5;Ei18;GH;1,91;5,17;4,33;6,39;5,25;6,15;13,5;3;2,89;46;0,82608696;0,951612903;0,105179208
137;6n;0,5;Ei18;GH;2,25;5,47;5,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
137;6n;0,5;Ei18;GH;2;4,17;3,99;4,91;3,8;5,33;NA;NA;NA;NA;NA;0,894736842;0
137;6n;0,5;Ei18;GH;2,04;5,02;4,26;5,8;3,34;4,85;NA;NA;NA;NA;NA;0,972477064;0
40;6n;0;Ei18;GH;2,04;5,57;4,85;5,97;4,1;4,85;NA;NA;NA;NA;NA;0,863636364;0
143;6n;0,5;Ei18;GH;2,18;5,66;4,07;5,97;3,77;4,85;NA;NA;NA;NA;NA;0,85106383;0
38;6n;0,5;Ei16;GH;1,99;5,32;4,29;4,75;3,35;3,81;NA;NA;NA;NA;NA;0,884615384;0
30;6n;0,5;Ei16;GH;2,07;5,24;4,1;5,48;4;4,42;NA;NA;NA;NA;NA;0,466666667;0
108;4n;0,5;Ei08;GH;1,71;5,05;4,83;5,8;4,6;5,25;NA;NA;NA;NA;NA;0,815789474;0
108;4n;0,5;Ei08;GH;2,57;5,37;4,77;5,52;4,57;4,57;NA;NA;NA;NA;NA;NA;0
25;4n;0;Ei08;GH;2,17;5,34;3,45;4,89;3,4;3,5;10;3;4,01;22;0,77272727;0,439393939;0,023128167
25;4n;0;Ei08;GH;2,51;6,15;3,99;4,69;3,66;3,8;8;3;1,69;16;0,8125;0,759259259;0,025004691
109;4n;0,5;Ei08;GH;2,12;5,85;3,89;4,87;3,52;3,93;NA;NA;NA;NA;NA;NA;0
3;4n;0;Ei08;GH;2,63;6,2;3,59;4,72;2,85;3,01;NA;NA;NA;NA;NA;NA;0
76;2n;0;Ei13;GH;2,11;4,66;4,02;4,47;3,76;3,86;NA;NA;NA;NA;NA;0,564102564;0
64;4n;0;Ei08;GH;2,34;5,42;3,61;5,29;3,9;3,54;NA;NA;NA;NA;NA;0,88;0
76;2n;0;Ei13;GH;2,36;4,6;4,13;4,87;3,44;4,33;NA;NA;NA;NA;NA;0,942307692;0
76;2n;0;Ei13;GH;2,29;5,3;3,57;4,76;3,8;3,42;NA;NA;NA;NA;NA;0,868852459;0
53;6n;0,5;Ei18;GH;2,33;5,51;4,35;6,28;5,2;5,88;NA;NA;NA;NA;NA;0,686868687;0
24;4n;0;Ei08;GH;2,25;5,14;3,93;4,55;3,61;3,61;NA;NA;NA;NA;NA;NA;0
24;4n;0;Ei08;GH;2,68;5,42;3,38;4,45;3,23;3,54;NA;NA;NA;NA;NA;NA;0
25;4n;0;Ei08;GH;2,48;5,03;3,84;5;2,85;3,7;11;6;1,75;48;0,77083333;0,918032787;0,097203978
25;4n;0;Ei08;GH;2,14;4,96;3,99;5,03;3,92;4,33;4,5;2;1,27;15;0,46666667;0,599999998;0,009194971
25;4n;0;Ei08;GH;2,25;5,11;3,21;4,35;3,49;3,87;3,5;2;1,14;15;0,26666667;0,945945946;0,013135673
25;4n;0;Ei08;GH;2,7;5,14;3,6;4,65;3,36;4,08;3,5;1;1,47;6;0;0,936507937;0
25;4n;0;Ei08;GH;2,16;4,98;3,55;4,44;3,35;3,81;NA;NA;NA;NA;NA;0,744680851;0
158;4n;0;Ei08;GH;2,27;5,17;3,2;4,34;3,77;3,75;NA;NA;NA;NA;NA;0,983606557;0
158;4n;0;Ei08;GH;2,2;5,45;3,93;4,95;2,84;3,28;NA;NA;NA;NA;NA;0,892307692;0
158;4n;0;Ei08;GH;2,02;5,29;3,73;5,15;3,79;4,15;8,5;3;1,05;34;0,73529412;0,9375;0,070369675
25;4n;0;Ei08;GH;2;5,49;3,59;4,98;3,41;3,67;7;3;1,93;24;0,70833333;0,971014493;0,05343404
76;2n;0;Ei13;GH;1,93;4,84;3,71;4,15;2,82;3,16;12,5;7;0,95;100;0,2;0,689189189;0,047851379
109;4n;0,5;Ei08;GH;1,93;4,67;3,3;4,75;3,74;3,74;NA;NA;NA;NA;NA;0;0
137;6n;0,5;Ei18;GH;1,17;4,34;4,31;5,07;3,34;4,43;NA;NA;NA;NA;NA;NA;0
76;2n;0;Ei13;GH;1,75;5;3,33;3,62;2,62;3,62;NA;NA;NA;NA;NA;0,594202899;0
25;4n;0;Ei08;GH;2,25;5,23;3,75;4,64;3,65;4,47;3,5;2;1,14;15;0,26666667;0,739130435;0,006380184
25;4n;0;Ei08;GH;2,16;5,45;3,28;3,57;3,05;4,02;3,5;1;1,47;6;0;NA;0
158;4n;0;Ei08;GH;2,05;5,39;3,73;5,06;3,9;4,07;10;2;0,95;30;0,6;0,878378378;0,054888347
158;4n;0;Ei08;GH;1,7;5,39;3,65;4,35;3,87;3,87;3;3;1,11;20;0,45;1;0,018577594
20;4n;0;Ei08;GH;1,45;4,15;3,67;4,53;3,29;3,8;NA;NA;NA;NA;NA;NA;0
88;4n;0,5;Ei08;GH;1,75;5,66;4,47;5,21;4,14;4,64;7,5;6;0,45;110;0,05454545;0,643835616;0,013229499
88;4n;0,5;Ei08;GH;1,93;5,31;3,55;4,99;3,5;3,95;NA;NA;NA;NA;NA;0,791666667;0
25;4n;0;Ei08;GH;1,57;4,17;3,16;4,27;2,99;3,15;NA;NA;NA;NA;NA;0,920634921;0
25;4n;0;Ei08;GH;2,09;4,87;3,74;5,09;4,23;4,23;NA;NA;NA;NA;NA;0,833333333;0
158;4n;0;Ei08;GH;1,53;4,16;2,43;3,17;2,44;2,6;NA;NA;NA;NA;NA;NA;0
25;4n;0;Ei08;GH;1,81;4,66;3,59;4,69;3,42;3,6;NA;NA;NA;NA;NA;0,753623188;0
158;4n;0;Ei08;GH;1,39;4,13;3,28;3,96;2,69;3,18;5,3;3;1,52;43;0,46511628;0,983050847;0,054419216
32;4n;0;Ei08;GH;2,29;5,98;5,19;4,35;3,9;4,96;NA;NA;NA;NA;NA;0,5;0
58;4n;0,5;Ei09;GH;2,18;5,44;3,57;5,23;3,5;3,96;NA;NA;NA;NA;NA;0,553571429;0
155;4n;0;Ei09;GH;1,95;4,78;3,75;5,07;4,27;3,48;NA;NA;NA;NA;NA;0,96039604;0
11;4n;0,5;Ei08;GH;1,97;4,6;4,02;5,06;3,87;3,18;NA;NA;NA;NA;NA;NA;0
152;4n;0,5;Ei08;GH;1,42;3,53;3,3;4,2;2,68;3,25;NA;NA;NA;NA;NA;0,888888889;0
11;4n;0,5;Ei08;GH;2,01;4,43;3,55;4,98;2,95;2,95;NA;NA;NA;NA;NA;0,926470588;0
11;4n;0,5;Ei08;GH;2,28;4,89;3,63;4,72;2,84;3,48;NA;NA;NA;NA;NA;0,911392405;0
23;6n;0;Ei18;GH;1,93;4,26;4,31;5,2;4,52;4,35;NA;NA;NA;NA;NA;NA;0
28;6n;0;Ei16;GH;2,02;5,07;3,88;5,45;4,25;4,66;NA;NA;NA;NA;NA;NA;0
65;6n;0;Ei16;GH;1,49;3,4;2,74;3,91;3,29;3,69;NA;NA;NA;NA;NA;NA;0
30;6n;0,5;Ei16;GH;1,98;4,6;4,06;5,7;4,59;3,97;5,5;1;2,52;10;0,6;0,928571429;0,021955339
88;4n;0,5;Ei08;GH;1,75;4,39;4,01;4,86;3,32;3,81;3;3;0,43;70;0;NA;0
11;4n;0,5;Ei08;GH;1,7;3,9;4,06;4,14;3,11;3,44;NA;NA;NA;NA;NA;NA;0
88;4n;0,5;Ei08;GH;1,84;5,08;4,29;4,26;3,77;4,37;5,5;2;1,82;18;0,44444444;0,545454545;0,013510978
127;4n;0;Ei08;GH;1,69;4,94;4,63;4,01;3,3;3,85;4;3;0,51;30;0,23333333;0,602272726;0,011603178
100;4n;0,5;Ei08;GH;1,85;5,04;3,43;5,31;3,49;4,22;NA;NA;NA;NA;NA;NA;0
110;4n;0,5;Ei08;GH;2,01;4,88;3,98;4,92;3,33;4,9;5;3;1,32;27;0,25925926;0,84057971;0,019046725
110;4n;0,5;Ei08;GH;1,68;4,11;3,9;4,68;3,51;3,52;11,5;5;2,89;93;0,66666667;0,782608696;0,157065115
58;4n;0;Ei09;GH;2,1;4,64;3,78;3,52;3,3;3,91;12;7;1,89;170;0,16470588;0,869565217;0,078814036
16;4n;0;Ei09;GH;1,64;3,52;3,26;4,53;3,05;3,62;NA;NA;NA;NA;NA;0,561403509;0
16;4n;0;Ei09;GH;2,25;4,61;4,18;5,03;4,41;4,42;NA;NA;NA;NA;NA;0,93877551;0
15;4n;0;Ei09;GH;2,21;5,37;4,35;5,8;5,04;4,92;NA;NA;NA;NA;NA;NA;0
2;4n;0;Ei09;GH;2,3;4,81;4,45;5,72;5,06;4,81;16,5;6;1,67;90;0,02222222;0,214285714;0,001125915
17;4n;0;Ei09;GH;1,95;4,44;3,78;4,82;4,05;4;16,5;5;2,54;76;0,60526316;0,946428571;0,114374179
17;4n;0;Ei09;GH;2,02;4,58;3,98;5,61;4,14;4,19;20,5;7;3,39;130;0,2;0,652631579;0,075623944
17;4n;0;Ei09;GH;2,35;4,57;3,92;5,45;4,12;4,42;NA;NA;NA;NA;NA;0,837209302;0
17;4n;0;Ei09;GH;2,58;5,03;4,48;6,66;5,23;5,6;NA;NA;NA;NA;NA;0,733333333;0
35;6n;0,5;Ei16;GH;1,84;4,36;3,79;4,52;3,73;3,01;8;1;5,22;5;1;0,847826087;0,018296116
35;6n;0,5;Ei16;GH;1,4;3,61;3,15;4,92;3,55;3,59;NA;NA;NA;NA;NA;NA;0
30;6n;0,5;Ei16;GH;1,66;4,11;3,85;4,94;4,23;4,22;12,5;1;4,07;5;1;0,282051282;0,005160443
35;6n;0,5;Ei16;GH;1,87;5,05;4,25;5,35;4,22;4,35;NA;NA;NA;NA;NA;NA;0
11;4n;0,5;Ei08;GH;NA;NA;NA;NA;NA;NA;4,5;2;1,26;18;0,61111111;0,5;0,01444924
11;4n;0,5;Ei08;GH;NA;NA;NA;NA;NA;NA;5,5;3;1,2;18;0,5;0,711538462;0,015622068
54;6n;0,5;Ei18;GH;NA;NA;NA;NA;NA;NA;11;3;2,2;60;0,9;0,963636364;0,134265341
121;6n;0;Ei16;GH;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,974137931;0
121;6n;0;Ei16;GH;NA;NA;NA;NA;NA;NA;8;2;2,5;33;0,39393939;NA;0
