Family;Ploidy;He;Pop;Treat;PetalLength;CorollaDiam;CorollaLength;LongFil;ShortFil;Herkogamy;Height;Nstalk;StalkDiam;Nflowers ;Fruitset;Seedset;Fitness
34;4n;0;Ei09;Mount;1,53;3,3;2,91;4;3,14;3,51;4,5;4;0,35;12;0,58333333;0,692307692;0,011822105
34;4n;0;Ei09;Mount;2,06;3,37;3,11;4,33;3,71;4,41;3,5;3;0,39;5;0,6;0,875;0,003940702
59;4n;0,5;Ei09;Mount;1,72;4,26;3,4;3,54;3,34;3,61;8;5;0,86;35;0,51428571;1;0,023644211
59;4n;0,5;Ei09;Mount;2;4,59;3,88;5,48;4,77;4,08;9;5;0,71;15;0,33333333;0,901960784;0,010790017
10;4n;0;Ei09;Mount;1,73;3,56;2,9;3,96;3,22;3,22;8,5;4;0,7;21;0,42857143;0,794117647;0,011399887
10;4n;0;Ei09;Mount;1,84;3,98;2,92;4,23;4,67;4,66;8;5;0,87;25;0,24;0,878787879;0,008162882
56;4n;0;Ei09;Mount;1,66;3,8;3,01;4,26;3,28;4,01;8;8;0,9;25;0,56;0,823529412;0,018389942
56;4n;0;Ei09;Mount;1,88;4,17;3,34;4,37;3,87;4,08;NA;NA;NA;NA;NA;NA;0
56;4n;0;Ei09;Mount;1,81;4,04;3,19;4,62;3,46;3,66;NA;NA;NA;NA;NA;0,911111111;0
60;4n;0,5;Ei08;Mount;2,92;5,69;3,25;4,12;2,94;3,84;15;10;1,98;80;0,7;0,873417722;0,181272284
15;4n;0;Ei09;Mount;1,65;4,22;3,4;4,5;3,33;3,43;9;6;1,27;65;0,44615385;0,625;0,006802402
138;6n;0,5;Ei18;Mount;1,7;4,23;3,76;4,84;3,01;4,46;9,5;10;0,82;50;0,18;1;0,243572903
60;4n;0,5;Ei08;Mount;2,24;5,74;3,21;4,25;3,47;3,74;11;9;1,02;49;0,7755102;0,869565217;0,106961907
34;4n;0;Ei09;Mount;1,71;3,83;3,08;4,75;3,74;4,1;8;4;0,91;20;0,85;0,983050847;0,046256333
116;6n;0,5;Ei16;Mount;1,27;3,43;2,83;4,56;5,89;3,35;NA;NA;NA;NA;NA;NA;0
10;4n;0;Ei09;Mount;1,5;3,56;2,76;4,31;3,02;3,46;7,5;4;1,24;22;0,63636364;0,842857143;0,038750235
49;4n;0;Ei09;Mount;1,37;2,95;3,06;3,91;3,33;3,22;3;2;0,67;5;0;NA;0
49;4n;0;Ei09;Mount;1,57;4,08;3,2;3,62;3,47;3,5;3,5;5;0,43;13;0,30769231;0,666666667;0,00150122
124;4n;0;Ei09;Mount;1,73;2,83;2,73;3,7;3,18;2,82;5,5;1;0,57;3;0,66666667;0,952380952;0,003753049
124;4n;0;Ei09;Mount;1,65;3,64;3,32;4,4;3,7;3,7;6;4;0,63;13;0,84615385;0,945945946;0,01806155
59;4n;0,5;Ei09;Mount;0,96;3;2,14;3,3;2,94;2,65;4;7;0,5;20;0,45;0,928571429;0,010977669
59;4n;0,5;Ei09;Mount;1,66;3,54;2,84;3,54;3,25;3;NA;NA;NA;NA;NA;NA;0
59;4n;0,5;Ei09;Mount;2,07;4,01;4,18;3,74;2,64;3,34;6;5;0,93;40;0,675;0,911111111;0,05193282
58;4n;0,5;Ei09;Mount;1,72;4,07;2,45;4,22;3,06;3,04;NA;NA;NA;NA;NA;NA;0
59;4n;0,5;Ei09;Mount;2,02;3,94;3,46;4,56;3,42;3,9;7,5;6;0,86;25;0,84;0,901960784;0,045318071
59;4n;0,5;Ei09;Mount;2,21;2,21;3,12;4,58;3,35;3,4;9;5;1,11;26;0,92307692;0,916666667;0,037155189
124;4n;0;Ei09;Mount;1,65;1,65;3,62;4,21;2,98;3,44;6,5;2;0,69;7;0,57142857;0,909090909;0,007506099
74;2n;0;Ei12;Mount;1,74;1,74;2,85;3,66;2,47;4,3;7;8;0,63;15;0;0,968085106;0
74;2n;0;Ei12;Mount;1,33;1,33;2,17;3,37;2,6;3,74;8,5;10;1,2;57;0,77192982;NA;0
74;2n;0;Ei12;Mount;1,08;1,08;2,46;3,42;2,73;3,75;8;14;1,39;62;0,83870968;0,968085106;0,110996435
74;2n;0;Ei12;Mount;1,26;1,26;2,55;3,36;1,94;2,83;10;15;1,7;66;0,6969697;0,625;0,043160068
31;2n;0;Ei12;Mount;1,29;1,29;2,79;3,56;2,51;5,04;7;10;0,57;42;0,38095238;0,4;0,006004879
68;2n;0,5;Ei12;Mount;1,4;1,4;3,2;3,48;2,87;4,82;5;15;0,62;20;0,7;0,357142858;0,004378558
68;2n;0,5;Ei12;Mount;1,25;1,25;2,75;3,38;2,84;3,8;5;5;0,63;10;0,2;NA;0
74;2n;0;Ei12;Mount;1,38;1,38;2,66;3,36;2,65;4,29;7;7;0,72;10;0,7;1;0,009194971
112;2n;0;Ei12;Mount;1,15;1,45;2,34;3,63;2,46;3,95;8,5;9;1,02;35;0,77142857;0,810810811;0,037999625
112;2n;0;Ei12;Mount;1,36;1,36;2,54;3;2,34;2,98;4,5;1;0,91;9;0,88888889;0,923076923;0,018014637
89;2n;0;Ei12;Mount;1,38;1,38;2,96;3,27;2,38;4,5;10;18;0,72;66;0,63636364;0,75;0,047288422
66;2n;0;Ei12;Mount;1,17;1,17;2,79;3,58;2,6;4,01;4;7;NA;NA;NA;NA;0
68;2n;0,5;Ei12;Mount;1,37;1,37;3,3;3,6;3,5;4,39;6;10;0,83;60;0,66666667;0,583333333;0,01751423
74;2n;0;Ei12;Mount;1,27;3,6;2,61;3,62;3,22;5,38;5,5;8;2,08;16;0,125;0,666666667;0,00075061
74;2n;0;Ei12;Mount;1,14;2,31;2,4;2,7;1,96;3,81;NA;NA;NA;NA;NA;NA;0
68;2n;0,5;Ei12;Mount;1,15;2,4;2,45;3,11;2,26;4,11;8,5;10;1,24;41;0,7804878;0,73015873;0,069056108
68;2n;0,5;Ei12;Mount;1,1;2,99;2,53;3,48;2,55;5,08;8;12;1,15;45;0,86666667;0,904761905;0,069525239
68;2n;0,5;Ei12;Mount;1,58;4,05;3,72;3,74;2,97;3,96;7,5;9;1,3;68;0,95588235;0,952380952;0,121974104
157;2n;0,5;Ei12;Mount;1,46;3,63;2,41;3,36;1,72;3,96;11,5;10;1,98;98;0,78571429;0,893939394;0,21312629
157;2n;0,5;Ei12;Mount;1,35;3,34;2,91;3,32;2,54;3,8;9,5;15;1,26;62;0,77419355;0,933333333;0,126102458
157;2n;0,5;Ei12;Mount;1,33;3,4;2,57;3,42;2,58;4,04;NA;NA;NA;NA;NA;NA;0
89;2n;0;Ei12;Mount;1,05;2,9;2,37;3,33;2,06;4,19;8,5;10;2,26;42;0,78571429;1;0,071214111
68;2n;0,5;Ei12;Mount;1,1;2,55;2,95;3,03;2,43;3,49;8,5;5;1,34;40;0,875;0,925;0,060752486
4;2n;0,5;Ei12;Mount;1,4;3,31;2,51;3,18;2,58;4,16;5;14;0,84;66;0,95454545;0,85106383;0,118221055
66;2n;0;Ei12;Mount;1,14;2,7;3,03;3,46;2,45;2,61;6;10;0,7;55;0;NA;0
157;2n;0,5;Ei12;Mount;1,14;2,49;2,7;3,21;2,32;3,9;12;31;1,24;111;0,75675676;0,967741935;0,118221055
91;2n;0,5;Ei12;Mount;1,16;2,1;2,57;2,65;2,23;3,64;NA;NA;NA;NA;NA;NA;0
92;2n;0,5;Ei12;Mount;1,34;3,34;2,88;3,4;2,3;4,78;8;4;0,88;23;0,82608696;NA;0
112;2n;0;Ei12;Mount;1,03;2,58;2,38;2,39;1,77;1,86;5;13;1,39;47;0,46808511;0,888888889;0,033026834
92;2n;0,5;Ei12;Mount;1,3;2,8;2,92;3,24;2,53;3,65;10;20;0,88;76;0,75;NA;0
85;2n;0,5;Ei12;Mount;1,29;3,32;2,47;2,92;2,13;6,62;9,5;17;1,65;61;0,90163934;0,9375;0,116109964
85;2n;0,5;Ei12;Mount;1,15;1,79;2,78;2,85;2,11;2,73;7,5;10;1,21;37;0,94594595;0,901960784;0,075530118
92;2n;0,5;Ei12;Mount;1,36;2,95;2,24;2,69;1,92;3,62;8;25;2,45;148;0,48648649;NA;0
92;2n;0,5;Ei12;Mount;1,41;3,32;2,49;3,21;2,08;2,82;9,5;20;1,1;95;0,66315789;NA;0
92;2n;0,5;Ei12;Mount;2,46;3,24;2,45;3,14;2,3;3,24;6;12;1,55;68;0,58823529;NA;0
66;2n;0;Ei12;Mount;1,84;3,69;2,52;3,79;2,68;3,6;8;15;1,07;40;0,95;0,816326531;0,071307938
127;4n;0;Ei08;Mount;2,25;5,26;3,36;4,69;3,06;3,81;8;8;0,67;22;0,59090909;NA;0
127;4n;0;Ei08;Mount;1,98;4,26;3,24;4,25;3,61;3,6;5;8;1,05;44;0,43181818;0,967741935;0,053480953
155;4n;0;Ei09;Mount;1,35;3,39;2,87;2,95;1,96;2,57;NA;NA;NA;NA;NA;0,96969697;0
78;2n;0;Ei12;Mount;1,16;2,23;2,34;2,75;2,23;3,22;NA;NA;NA;NA;NA;NA;0
94;2n;0;Ei12;Mount;1,09;3,62;2,5;2,3;1,81;2,67;NA;NA;NA;NA;NA;0,547619048;0
18;4n;0,5;Ei08;Mount;1,53;4,73;2,16;3,22;2,05;2,27;4;3;0,87;15;0,6;0,903225806;0,023644211
18;4n;0,5;Ei08;Mount;1,7;3,99;2,66;3,66;2,31;3,45;6,5;8;0,92;27;0,7037037;0,875000005;0,041596297
108;4n;0,5;Ei08;Mount;1,42;3,55;3,17;4,29;3,38;3,92;5,5;6;0,8;18;0,83333333;0,955555556;0,03025896
108;4n;0,5;Ei08;Mount;2,61;6,08;4,27;4,63;3,81;4,16;8;10;1,08;19;0,89473684;0,925373134;0,049446425
108;4n;0,5;Ei08;Mount;2,2;5,34;3,62;4,42;3,62;4,66;4,5;12;0,58;9;0,66666667;0,866666667;0,014636892
142;4n;0,5;Ei08;Mount;2,18;4,99;3,12;3,72;2,34;3,38;8;5;0,86;19;0,84210526;0,905660377;0,036029274
108;4n;0,5;Ei08;Mount;1,96;5,48;2,96;4,8;3,1;3,86;5,5;6;1,05;12;0,66666667;0,9;0,013510978
2;4n;0;Ei09;Mount;1,86;3,88;2,96;4,97;3,34;3,67;9;2;0,79;11;0,81818182;0,894736837;0,019140552
5;4n;0;Ei09;Mount;1,28;3,58;3,37;4,33;2,86;3,65;10;5;0,74;21;0,80952381;0,75;0,031103397
5;4n;0;Ei09;Mount;1,83;3,7;3,9;4,68;4,36;4,24;11;5;0,65;26;0,80769231;0,957746479;0,066991931
57;4n;0;Ei09;Mount;1,66;3,33;2,4;3,9;3,18;3,61;3,5;4;0,57;11;0,54545455;0,833333333;0,002814787
57;4n;0;Ei09;Mount;1,61;2,7;3,2;4,07;3,21;2,97;5;3;0,62;12;0,75;0,903225809;0,015762807
57;4n;0;Ei09;Mount;2,19;4,28;3,2;4,45;4,25;4,2;6,5;3;0,67;16;0,6875;0,647058824;0,011352974
57;4n;0;Ei09;Mount;1,84;3,78;2,92;4,59;4,03;3,79;5,5;5;0,75;23;0,73913043;0,941176471;0,025520736
57;4n;0;Ei09;Mount;1,79;3,09;2,86;3,87;3,3;3,08;7,5;3;0,6;8;0,75;0,75862069;0,012385063
57;4n;0;Ei09;Mount;1,75;3,09;3,06;3,86;3,55;3,29;7,5;4;0,51;12;0,75;0,857142857;0,01519985
17;4n;0;Ei09;Mount;2,21;4,9;3,9;4,74;0,4;3,5;5;7,5;0,88;25;0,68;0,7;0,022330644
17;4n;0;Ei09;Mount;1,78;3,36;3,27;4,01;3,35;3,41;8,5;4;0,92;24;0,5;0,941176471;0,027021955
2;4n;0;Ei09;Mount;1,2;2,07;2;4,36;3,14;3,58;9,5;4;0,98;15;0,73333333;1;0,024770126
2;4n;0;Ei09;Mount;1,5;2,81;3;4,57;4,06;3,91;10;3;0,95;22;0,59090909;0,957446809;0,027444173
2;4n;0;Ei09;Mount;1,36;2,91;3,11;3,71;2,47;3;7;6;0,84;22;0,63636364;0,965517241;0,036779884
2;4n;0;Ei09;Mount;1,44;3,3;3,48;4,12;2,47;3,01;3;3;0,86;13;0;0,914893617;0
2;4n;0;Ei09;Mount;2,32;4,5;3,42;4,72;3,6;4,36;10;6;0,86;21;0,71428571;NA;0
6;4n;0;Ei09;Mount;1,57;2,9;2,9;3,87;3,16;3,18;5,5;3;0,76;9;0;NA;0
6;4n;0;Ei09;Mount;2,08;4,01;3,27;4,7;4,26;4,27;9;3;0,76;13;0,92307692;0,957446809;0,025333083
6;4n;0;Ei09;Mount;2,33;3,52;3,25;4,22;3,63;3,34;7;4;0,62;13;0;NA;0
42;4n;0;Ei09;Mount;1,43;3,37;2,94;4,19;3,05;3,65;5;6;0,57;10;0,5;NA;0
6;4n;0;Ei09;Mount;2,14;4,13;3,25;3,71;2,87;2,56;6;4;0,5;12;0;NA;0
6;4n;0;Ei09;Mount;1,75;3,64;3,28;4,12;3,04;3,42;7;3;0,54;14;0;NA;0
13;4n;0;Ei09;Mount;1,48;3,57;2,93;4,18;3,54;3,85;7,5;4;0,85;17;0,47058824;0,714285714;0,003753049
5;4n;0;Ei09;Mount;1,69;3,63;3,63;4,44;3,83;3,37;6;4;0,91;21;0,85714286;0,666666667;0,018577594
5;4n;0;Ei09;Mount;1,93;3,62;3,12;4,6;3,85;3,56;8,5;3;0,8;19;0,78947368;0,965517241;0,019703509
149;6n;0;Ei16;Mount;1,79;3,33;3,39;3,55;2,85;3,05;4,5;1;0,48;3;0,66666667;0,916666667;0,003096266
9;4n;0;Ei09;Mount;1,76;3,8;2,92;4,24;3,36;3,24;6,5;4;0,78;22;0,40909091;0,888888889;0,006755489
17;4n;0;Ei09;Mount;1,65;3,52;2,7;4,52;3,12;3,44;6,5;4;0,8;21;0,61904762;NA;0
110;4n;0,5;Ei08;Mount;2,25;4,96;3,47;4,08;2,93;3,33;6;1;1,41;19;0;NA;0
17;4n;0;Ei09;Mount;2,47;4,64;3,35;4,93;4,11;3,75;11;2;0,92;15;0,8;0,666666667;0,012385063
13;4n;0;Ei09;Mount;2,09;5,53;3,66;4,88;3,8;3,59;8;3;0,91;17;0,76470588;NA;0
118;4n;0,5;Ei08;Mount;2,45;5,51;3,33;2,84;3,95;3,38;8,5;6;1,1;26;0,80769231;0,8125;0,051229124
118;4n;0,5;Ei08;Mount;1,9;4,16;3,72;4,38;3;4,17;7;6;0,98;30;0,66666667;0,945945946;0,032839182
119;4n;0,5;Ei08;Mount;1,62;4,23;2,82;3,91;3,78;3,78;6,5;5;0,84;29;0,55172414;0,827586207;0,036029274
20;4n;0;Ei08;Mount;4,55;4,38;3,27;4,17;2,86;3,92;11;7;0,78;29;0,68965517;0,913793103;0,049727904
86;2n;0,5;Ei12;Mount;1,1;3,33;2,05;2,88;2,14;3,55;NA;NA;NA;NA;NA;NA;0
113;2n;0;Ei12;Mount;1,49;3,66;2,82;3,09;2,37;6,21;6,5;5;1,03;19;0,68421053;0,923076923;0,019515857
113;2n;0;Ei12;Mount;1,26;3,42;2,34;3,31;2,14;3,9;6,5;7;1,27;25;0,72;0,774193548;0,020266467
110;4n;0,5;Ei08;Mount;2,31;5,17;3,49;4,58;3,88;4,21;NA;NA;NA;NA;NA;0,5;0
72;2n;0,5;Ei12;Mount;1,4;3,53;2,51;2,91;1,93;4,62;6;8;0,73;33;0,39393939;0,816326531;0,024394821
91;2n;0,5;Ei12;Mount;1,17;2,91;2,63;2,55;1,65;3,18;5;11;1,2;49;0,7755102;0,757575758;0,044567461
91;2n;0,5;Ei12;Mount;1,19;3,31;2,65;3,12;2,31;4,08;9;11;1,32;50;0,78;0,868421053;0,060377181
113;2n;0;Ei12;Mount;1,11;2,79;2,37;2,47;2,37;3,25;8;11;1,04;42;0,5952381;0,795918367;0,045740289
113;2n;0;Ei12;Mount;0,84;2,23;2,12;2,79;1,86;1,84;6,5;10;1,2;36;0,83333333;0,909090909;0,042221805
112;2n;0;Ei12;Mount;1,63;3,89;2,72;3,34;3,23;3,29;8,5;5;1,52;19;0,78947368;0,837837838;0,021814599
107;4n;0;Ei08;Mount;1,99;3,97;4,05;4,88;4,09;4,36;8;11;1,2;41;0,92682927;0,827160494;0,119440796
67;2n;0,5;Ei12;Mount;0,93;2,61;2,22;2,52;2,1;2,68;NA;NA;NA;NA;NA;0,833333333;0
20;4n;0;Ei08;Mount;1,6;4,3;2,99;4,63;4,25;4;7;10;0,94;37;0,43243243;0,878787879;0,021767686
46;6n;0,5;Ei16;Mount;2,11;4,62;3,03;4,26;3,31;3,29;6,5;1;0,73;9;0,55555556;0,951219512;0,009148058
73;2n;0,5;Ei12;Mount;0,9;2,7;2,03;2,78;2,05;3,2;NA;NA;NA;NA;NA;NA;0
67;2n;0,5;Ei12;Mount;1,05;2,47;2,66;3,04;2,05;3,81;8;3;0,98;24;0,70833333;0,641025641;0,019938075
95;2n;0;Ei12;Mount;1,18;2,78;2,98;2,86;2,11;3,19;6;18;0,65;90;0;NA;0
87;2n;0,5;Ei12;Mount;1,41;3,64;2,85;2,89;2,31;3,74;8,5;16;1,22;120;0,81666667;0,88372093;0,174704447
73;2n;0,5;Ei12;Mount;0,81;2,35;2,5;2,04;1,86;3,39;5;10;0,6;26;0,69230769;0,909090909;0,025333083
73;2n;0,5;Ei12;Mount;1;2,73;1,87;2,12;1,95;3,46;5;6;0,52;30;0,3;0,777777778;0,007881404
73;2n;0,5;Ei12;Mount;0,95;2,1;1,73;2,59;2,33;2,99;6;3;0,72;18;0,66666667;0,777777778;0,007881404
22;4n;0;Ei08;Mount;1,82;4,46;2,97;4,05;2,95;3,34;11;7;0,98;70;0,62857143;0,963636364;0,109401389
91;2n;0,5;Ei12;Mount;1,09;2,63;2,1;2,83;2,12;5,18;10;10;1,14;68;0,79411765;NA;0
26;4n;0;Ei09;Mount;1,65;3,88;1,97;3,05;2,68;2,93;12;1;1,27;16;0,5625;1;0,016888722
155;4n;0;Ei09;Mount;2,13;4,2;3,22;3,86;1,94;3,43;5;3;0,9;10;0,7;0,846153845;0,009632827
32;4n;0;Ei08;Mount;2,18;4,9;4,03;5,58;4,6;4,6;6;3;0,89;15;0,46666667;0,84375;0,008866579
14;4n;0;Ei08;Mount;2,05;4,73;3,3;5,19;4,39;4,13;4;4;0,87;20;0,4;1;0,018014637
119;4n;0,5;Ei08;Mount;2,22;5,8;3,31;4,68;3,65;3,6;4;9;0,65;10;0;0,92;0
14;4n;0;Ei08;Mount;1,87;4,81;3,52;3,85;3,29;3,3;8;5;0,86;20;0,75;0,744680851;0,024629386
17;4n;0;Ei09;Mount;2,42;5,33;3,97;4,44;3,67;4,03;11;5;0,98;30;0,53333333;0,962264151;0,038281103
76;2n;0;Ei13;Mount;2,21;4,8;2,62;4,13;3,67;3,66;NA;NA;NA;NA;NA;NA;0
103;2n;0,5;Ei12;Mount;1,22;3,13;2,28;2,91;2,66;3,83;4;7;1,04;19;0,42105263;0,75862069;0,008256709
20;4n;0;Ei08;Mount;1,78;4,55;3,38;4,19;3,29;3,44;5,5;2;0,62;10;0,6;1;0,011259148
20;4n;0;Ei08;Mount;1,88;4,34;3,55;4,61;3,99;3,99;6;5;0,81;30;0,6;NA;0
32;4n;0;Ei08;Mount;2,11;6,24;3,4;3,89;2,39;3,21;5;3;1,56;14;0;NA;0
101;4n;0,5;Ei08;Mount;1,8;4,34;2,44;3,68;2,62;2,6;9;7;1,17;24;0,83333333;0,838235294;0,053480953
104;2n;0,5;Ei12;Mount;1,11;3,11;2,01;2,69;1,58;2,84;9;19;1,38;120;0,95;0,8125;0,208575718
119;4n;0,5;Ei08;Mount;1,82;4,37;3,63;3,54;2,13;2,98;NA;NA;NA;NA;NA;0,948717949;0
119;4n;0,5;Ei08;Mount;1,77;5,42;2,71;3,54;1,49;2,99;NA;NA;NA;NA;NA;1;0
17;4n;0;Ei09;Mount;1,84;4,56;3,72;4,73;2,7;3,95;12;3;0,81;18;0,83333333;0,891304348;0,028851567
33;4n;0;Ei08;Mount;2,05;5,39;3,9;4,84;4,03;3,63;9;12;1,08;36;0,80555556;0,981818182;0,073465941
33;4n;0;Ei08;Mount;2,41;5,36;3,41;4,16;2,98;3,59;7,5;4;1,04;26;0,84615385;0,931034483;0,055732783
14;4n;0;Ei08;Mount;1,74;5,07;3,6;4,04;2,91;3,35;8;9;0,64;24;0,75;0,815789474;0,026177519
14;4n;0;Ei08;Mount;2,9;6,13;3,47;4,7;3,93;3,9;7;7;0,94;23;0,73913043;0,777777778;0,016747983
88;4n;0,5;Ei08;Mount;1,97;5,34;3,45;4,64;4,04;3,9;7;8;1,05;61;0,21311475;1;0,022565209
24;4n;0;Ei08;Mount;2,76;6,62;4,67;5,09;3,8;4,33;11,5;2;1,29;41;0,34146341;0,703125;0,029555264
88;4n;0,5;Ei08;Mount;2,35;5,78;4,24;4,48;3,97;3,86;10;4;1,06;40;0,725;1;0,077547382
14;4n;0;Ei08;Mount;2,28;5,6;3,79;4,8;3,51;4,22;5,5;2;0,71;10;0,7;0,904761905;0,006239445
14;4n;0;Ei08;Mount;1,58;2,98;2,88;3,44;2,15;2,66;4,5;5;0,47;21;0,33333333;1;0,006567836
41;4n;0;Ei09;Mount;2,05;4,64;3,61;4,8;3,76;4,03;6;6;0,81;15;1;0,918367347;0,031666354
61;4n;0;Ei09;Mount;1,84;3,47;3,11;4,14;3,66;3,92;2;1;1,31;NA;NA;0,5;0
62;4n;0;Ei09;Mount;2,71;4,36;3,76;4,96;4,57;4,4;9,5;6;1,04;16;0,8125;0,962264151;0,031103397
68;2n;0,5;Ei12;Mount;1,59;3,16;2,58;3,31;2,34;4,12;7,5;10;1,8;35;0,57142857;0,465116279;0,018765247
38;6n;0,5;Ei16;Mount;2;4,34;3,56;5,05;3,93;4,12;10;4;1;27;0,55555556;0,962962963;0,036592231
41;4n;0;Ei09;Mount;1,61;3,34;2,8;4,62;4,09;3,6;4,5;5;1,17;23;0,60869565;0,828571429;0,019046725
88;4n;0,5;Ei08;Mount;2,01;5,7;3,29;4,28;3,81;3,75;7,5;7;0,79;32;0,71875;0,888888889;0,060424095
146;6n;0;Ei18;Mount;1,38;3,48;3,03;4,35;4,14;4,58;3,5;4;1,42;32;0,9375;0,865384615;0,063332708
61;4n;0;Ei09;Mount;1,52;4,22;3,1;5,19;4,22;3,76;8,5;13;0,95;70;0,58571429;0,888888889;0,015387502
13;4n;0;Ei09;Mount;1,32;3,12;2,72;3,76;3,09;3,14;6,5;3;1,02;15;0,46666667;0,666666667;0,00722462
108;4n;0,5;Ei08;Mount;1,83;4,34;3,77;4,64;3,85;4,03;5,5;7;1,25;18;0,66666667;0,735294118;0,014073935
29;4n;0;Ei08;Mount;1,43;3,66;2,35;3,09;2,22;2,54;4;13;0,49;44;0,04545455;0;0
37;6n;0,5;Ei16;Mount;1,83;4,36;2,83;4,08;3,78;3,77;6;1;0,84;20;0,05;NA;0
61;4n;0,5;Ei09;Mount;1,36;2,77;2,51;3,44;2,36;2,79;3;2;0,68;10;0,7;1;0,006567836
104;2n;0,5;Ei12;Mount;1,09;2,46;2,36;3,03;1,82;2,34;NA;NA;NA;NA;NA;NA;0
147;4n;0,5;Ei08;Mount;1,45;3,87;2,95;3,78;2,42;2,74;6;8;1,09;37;0,18918919;0,84;0,006896228
91;2n;0,5;Ei12;Mount;1,08;2,81;2,56;3,46;2,51;2,87;6;7;1,22;32;0,875;NA;0
91;2n;0,5;Ei12;Mount;1,26;2,79;2,68;2,76;1,75;3,4;7,5;14;1,55;77;0,74025974;NA;0
119;4n;0,5;Ei08;Mount;1,41;4,14;3,39;3,93;2,97;3,26;5;1;0,7;15;0,53333333;NA;0
69;2n;0,5;Ei12;Mount;1,14;2,78;2,8;3,84;2,74;3,74;4;1;1,31;32;0,28125;0,9375;0,012666542
64;4n;0;Ei08;Mount;1,86;4,41;3,04;3,8;3,29;3,31;5,5;4;0,99;50;0,16;0,90625;0,010883843
64;4n;0;Ei08;Mount;1,79;4,39;3,31;3,71;3,12;3,48;4,5;4;0,96;22;0,59090909;0,781818182;0,026224432
95;2n;0;Ei12;Mount;1,37;3,08;2,04;3,08;2,48;3,23;8;16;1,25;110;0,45454545;NA;0
87;2n;0,5;Ei12;Mount;1,29;3,14;2,48;3,29;2,19;3,4;10;26;1,07;142;0,66901408;0,829268293;0,151529368
14;4n;0;Ei08;Mount;1,83;3,71;3,14;4,21;3,64;3,55;NA;NA;NA;NA;NA;1;0
14;4n;0;Ei08;Mount;1,6;3,29;2,71;3,65;2,61;2,91;NA;NA;NA;NA;NA;NA;0
126;4n;0;Ei09;Mount;1,91;3,82;3,09;4,2;2,88;3,49;3,5;3;0,52;8;0,75;0,918918919;0,009570276
126;4n;0;Ei09;Mount;1,44;3,81;2,46;3,54;2,99;2,99;3;3;0,72;10;0,6;0,882352941;0,008444361
73;2n;0,5;Ei12;Mount;1,06;2,82;2,2;2,89;1,9;2,52;NA;NA;NA;NA;NA;NA;0
51;6n;0;Ei16;Mount;1,98;4,28;3,2;4,64;3,25;3,72;9;3;2,18;8;0,375;0,928571429;0,003659223
24;4n;0;Ei08;Mount;1,4;3,71;1,93;2,38;1,6;2,27;4;7;0,57;5;0;NA;0
110;4n;0,5;Ei08;Mount;2,1;4,37;3,74;4,97;4,57;4,2;9;8;0,78;23;0,7826087;0,962962963;0,043910677
50;4n;0;Ei09;Mount;1,38;2,86;3,06;4,35;3,17;3,56;2,5;1;0,8;5;0,4;1;0,00075061
98;2n;0;Ei12;Mount;1,22;2,84;2,11;2,9;1,96;2,86;8,5;6;1,5;32;0,625;NA;0
128;4n;0,5;Ei09;Mount;1,45;3,01;2,46;3,59;2,58;3,4;7,5;2;0,78;30;0,06666667;0,6;0,001125915
118;4n;0,5;Ei08;Mount;2,53;5,52;3,27;4,64;2,98;3,38;7,5;6;1,31;36;0,63888889;0,959183673;0,050713079
118;4n;0,5;Ei08;Mount;2,81;5,92;3,08;4,37;2,79;3,59;85;1;1,22;14;0,78571429;0,769230769;0,015481329
69;2n;0,5;Ei12;Mount;1,33;2,66;2,65;3,05;1,82;3,01;5,5;1;1,13;7;0,42857143;NA;0
118;4n;0,5;Ei08;Mount;2,1;4,2;3,38;4,95;3,55;4,11;8;1;1,19;17;0,58823529;0,95;0,017826984
118;4n;0,5;Ei08;Mount;1,9;4,35;3,09;3,15;2,34;3,77;8;2;1,29;22;0,63636364;0,716666667;0,028241696
142;4n;0,5;Ei08;Mount;1,77;4,61;2,76;3,12;1,74;4,12;8;8;0,86;63;0,47619048;0,906976744;0,054888347
80;2n;0;Ei12;Mount;1,21;2,99;2,05;3,81;2,62;3,16;7;14;1;90;0,86666667;0,9375;0,109776694
92;2n;0,5;Ei12;Mount;1,39;3,04;2,88;2,71;2,09;2,71;3,5;16;1,38;49;0,71428571;NA;0
147;4n;0,5;Ei08;Mount;1,81;3,75;2,65;5,12;3,21;3,2;7;13;0,7;51;0,41176471;0,818181818;0,044332895
147;4n;0,5;Ei08;Mount;1,93;3,57;1,95;3,86;2,06;3,32;5,5;16;0,4;27;0,22222222;0,8;0,009007318
147;4n;0,5;Ei08;Mount;1,51;3,29;2,64;3,25;3,17;3,03;6,5;13;0,88;37;0,48648649;0,830188679;0,037155189
44;4n;0;Ei09;Mount;1,67;4,08;3,56;4,44;3,65;3,31;5;3;1,12;22;0,68181818;0,949152542;0,039407018
12;6n;0;Ei18;Mount;1,57;3,63;3,09;3,79;3,29;3,03;4,5;6;1,67;33;0,78787879;0,936708861;0,090260837
52;6n;0;Ei16;Mount;1,86;4,51;3,6;4,95;3,53;2,22;13,5;1;1,24;41;0,41463415;0,979166667;0,03748358
129;4n;0,5;Ei09;Mount;2,34;5,43;3,36;4,44;3,07;3,54;5;4;0,72;30;0,2;1;0,003659223
